code,name,outstanding,timeToMarket
002873,新天药业,0.38,20170519
600962,国投中鲁,2.54,20040622
300668,杰恩设计,0.56,20170619
002713,东易日盛,0.76,20140219
300707,威唐工业,0.39,20171010
000895,双汇发展,32.99,19981210
000933,神火股份,19.0,19990831
000011,深物业A,1.76,19920330
002581,未名医药,3.43,20110520
300179,四方达,3.26,20110215
603936,博敏电子,0.56,20151209
600569,安阳钢铁,23.94,20010820
002848,高斯贝尔,0.83,20170213
002871,伟隆股份,0.29,20170511
002128,露天煤业,16.34,20070418
002510,天汽模,7.37,20101125
600362,江西铜业,20.75,20020111
601003,柳钢股份,25.63,20070227
603180,金牌厨柜,0.18,20170512
000932,华菱钢铁,30.15,19990803
603283,赛腾股份,0.4,20171225
600337,美克家居,14.59,20001127
600180,瑞茂通,10.16,19980703
002881,美格智能,0.45,20170622
601228,广州港,14.43,20170329
300355,蒙草生态,11.58,20120927
002878,元隆雅图,0.32,20170606
002206,海 利 得,9.5,20080123
601939,建设银行,95.94,20070925
300284,苏交科,5.26,20120110
000036,华联控股,11.36,19940617
000983,西山煤电,31.51,20000726
600468,百利电气,7.98,20010615
300560,中富通,0.61,20161101
603729,龙韵股份,0.67,20150324
002889,东方嘉盛,0.35,20170731
603535,嘉诚国际,0.38,20170808
002247,帝龙文化,5.24,20080612
300164,通源石油,3.17,20110113
000090,天健集团,9.28,19990721
002016,世荣兆业,6.46,20040708
300468,四方精创,1.85,20150527
000151,中成股份,2.67,20000906
002085,万丰奥威,21.14,20061128
601933,永辉超市,81.35,20101215
600062,华润双鹤,6.86,19970522
600201,生物股份,11.16,19990115
000001,平安银行,171.7,19910403
601668,中国建筑,416.24,20090729
603798,康普顿,0.85,20160406
600859,王府井,3.05,19940506
603086,先达股份,0.73,20170511
300402,宝色股份,0.86,20141010
000659,珠海中富,12.86,19961203
000014,沙河股份,2.02,19920602
300274,阳光电源,10.66,20111102
300650,太龙照明,0.74,20170503
002050,三花智控,15.64,20050607
002343,慈文传媒,3.26,20100126
603839,安正时尚,1.04,20170214
603800,道森股份,0.68,20151210
002691,冀凯股份,3.39,20120731
600376,首开股份,25.46,20010312
300514,友讯达,0.9,20170426
603466,风语筑,0.72,20171020
300100,双林股份,3.86,20100806
000402,金 融 街,29.88,19960626
601699,潞安环能,29.91,20060922
600740,山西焦化,6.57,19960808
600606,绿地控股,121.68,19920327
600188,兖州煤业,29.6,19980701
603686,龙马环卫,2.7,20150126
601233,桐昆股份,16.87,20110518
002798,帝欧家居,0.55,20160525
000951,中国重汽,6.71,19991125
603758,秦安股份,1.33,20170517
601318,中国平安,108.33,20070301
600019,宝钢股份,221.01,20001212
600153,建发股份,28.35,19980616
600702,舍得酒业,3.37,19960524
300257,开山股份,8.19,20110819
300054,鼎龙股份,6.65,20100211
300477,合纵科技,1.57,20150610
603816,顾家家居,0.89,20161014
300143,星普医科,2.63,20101209
601878,浙商证券,12.09,20170626
300290,荣科科技,2.71,20120216
600266,北京城建,15.67,19990203
002127,南极电商,14.51,20070418
000591,太阳能,20.37,19960208
300434,金石东方,0.83,20150424
002146,荣盛发展,38.92,20070808
300473,德尔股份,1.0,20150612
002126,银轮股份,6.7,20070418
002828,贝肯能源,0.99,20161208
000063,中兴通讯,34.34,19971118
000006,深振业Ａ,13.48,19920427
603108,润达医疗,5.08,20150527
002876,三利谱,0.59,20170525
000921,海信科龙,9.02,19990713
000507,珠海港,7.72,19930326
600383,金地集团,45.15,20010412
600880,博瑞传播,7.32,19951115
603009,北特科技,3.21,20140718
600273,嘉化能源,12.97,20030627
600185,格力地产,20.6,19990611
300721,怡达股份,0.2,20171115
600358,国旅联合,4.32,20000922
000069,华侨城Ａ,61.47,19970910
000088,盐 田 港,19.42,19970728
601601,中国太保,62.87,20071225
603938,三孚股份,0.51,20170628
300729,乐歌股份,0.21,20171201
603365,水星家纺,0.67,20171120
600258,首旅酒店,6.25,20000601
000333,美的集团,64.76,19931112
002110,三钢闽光,9.91,20070126
300667,必创科技,0.69,20170619
002482,广田集团,13.13,20100929
600325,华发股份,19.14,20040225
600419,天润乳业,1.79,20010628
000002,万 科Ａ,97.15,19910129
001979,招商蛇口,19.0,20151230
002183,怡 亚 通,21.2,20071113
002492,恒基达鑫,3.98,20101102
600066,宇通客车,22.14,19970508
000910,大亚圣象,5.29,19990630
300540,深冷股份,0.64,20160823
000046,泛海控股,50.95,19940912
600340,华夏幸福,29.55,20031230
300376,易事特,22.99,20140127
600438,通威股份,27.82,20040302
002341,新纶科技,6.17,20100122
002313,日海智能,3.12,20091203
600734,实达集团,3.55,19960808
600048,保利地产,117.36,20060731
600439,瑞贝卡,11.32,20030710
600787,中储股份,18.6,19970121
600892,大晟文化,2.52,19960315
002256,兆新股份,12.53,20080625
600754,锦江股份,6.49,19961011
600319,亚星化学,3.16,20010326
002219,恒康医疗,18.27,20080306
600682,南京新百,8.61,19931018
300090,盛运环保,8.77,20100625
600133,东湖高新,5.38,19980212
600189,吉林森工,3.11,19981007
002035,华帝股份,5.21,20040901
603085,天成自控,0.79,20150630
000418,小天鹅Ａ,4.39,19970328
002271,东方雨虹,9.72,20080910
600568,中珠医疗,15.65,20010518
300266,兴源环境,9.56,20110927
300393,中来股份,1.21,20140912
002193,如意集团,2.31,20071207
002766,索菱股份,2.49,20150611
002699,美盛文化,7.28,20120911
002711,欧浦智网,10.49,20140127
002164,宁波东力,4.09,20070823
000587,金洲慈航,12.13,19960425
002005,德豪润达,12.66,20040625
